id,review,aspects
4900,Very useful quranic app for almost every age of people. Thanks a lot for such a wonderful work.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4901,Fantastic app. No objection on this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4902,Excellent app. Have all the features that I expected.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4903,it is a very useful app. my favourite Islamic app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4904,"It is so easy to use and the tafsir, walai it explain as easy as possible. Jazakallahu khoir.","[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
4905,Its amazing Alhamdulillah. Beautifully organised for Quran study,"[{'aspect': 'organised', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
4906,Very helpful App. May Allah bless us all 🤲,"[{'aspect': 'App', 'polarity': 'Positive'}]"
4907,many options to do customization. nice!,"[{'aspect': 'options', 'polarity': 'Positive'}, {'aspect': 'customization', 'polarity': 'Positive'}]"
4908,User friendly.Usefull.My Allah bless the app developer.,"[{'aspect': 'User', 'polarity': 'Positive'}, {'aspect': 'Usefull', 'polarity': 'Positive'}]"
4909,Best translation app. Quraan recitation and learning is so easy with Al Quran app. Thanks a lot,"[{'aspect': 'learning', 'polarity': 'Positive'}]"
4910,Why your changing mushaf in your update I am trying to memories the quran and your making changes in mushaf like small and large which is difficult for me to remember 🥺🥺🥺 please please add qalam mushaf,"[{'aspect': 'mushaf', 'polarity': 'Negative'}]"
4911,It's wonderful makes reading and understanding easy for the beginner,"[{'aspect': 'reading', 'polarity': 'Positive'}]"
4912,Have everything i need...may Allah bless for your efforts! ameen,"[{'aspect': 'ameen', 'polarity': 'Positive'}]"
4913,"Assalamalaikum, to me this app is alraight. I like this app since it I started using it. I don't know what else to say but this app is great! I recommend that you download this app. May Allah bless you.","[{'aspect': 'app', 'polarity': 'Positive'}]"
4915,This Apps is very helpful apps for us❤️,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
4916,Thank a lot to developers for providing such a great app. Alhamdulillah.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4917,"Alhamdulillah this app is educative and easy to understand, may Allah bless those that contributed to the success of this app...","[{'aspect': 'app', 'polarity': 'Positive'}]"
4918,MashaAllah is very beautiful app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4919,"This is the app I have always wanted. May Allah bless you for your hard 
work, increase you in knowledge, protection and of good health. Jazakallahu 
Khairan 🤲🤲🤲","[{'aspect': 'app', 'polarity': 'Positive'}]"
4920,Nice qur'an app one of the best i think,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4922,Excellent app. May Allah reward the developper with goodness. And Grant him Janatul firdaus. Ameen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4923,"Very easy to read & recite, and good lay-out of the screen and user interface. Many compliments, JazaakAllah Khair.","[{'aspect': 'lay - out', 'polarity': 'Positive'}, {'aspect': 'screen', 'polarity': 'Positive'}]"
4924,awfully helpful and just speechless please install the app if u want good understanding to Qur'an,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4925,This is a very important app for us.and it's quality is very nice,"[{'aspect': 'quality', 'polarity': 'Positive'}]"
4926,Alhamdulillah it is very useful app,"[{'aspect': 'app', 'polarity': 'Neutral'}]"
4927,Dua for everyone. Because with your help we know everything about Allah and His Messenger and try to follow the Sunnah. Thank you so much especially for the masala. The prayer is that you go further and benefit the people.,"[{'aspect': 'masala', 'polarity': 'Positive'}]"
4928,The best Quran App i ever had in my life. Please add pronunciation in English.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
4929,"Amazing app, with various content. Thank you for this.","[{'aspect': 'app', 'polarity': 'Positive'}]"
4930,This is the best Quran app I ever used. But there maybe other apps that I have not used. For me this app is like a guide. May الله bless them who creates these kind of apps. Aameen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4931,It's increase our knowledge about Islam It is Very educative app❤️❤️❤️❤️❤️,"[{'aspect': 'app ❤ ️', 'polarity': 'Positive'}]"
4932,Fantastic app for understanding Quran and Quranic arabic,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4933,It is a useful app. I am benefiting from it.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4934,SubhanAllah! Love the app and look forward to gain from it bi'ithnillah. BarakAllahu fik,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4935,Great helpful app Use it regularly...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4936,"Alhamdulillah a really helpful app if u wanna read the translations and tafseer of the Qur'an, it has many features but there's one problem i can't play the audio of the complete ayat or surah otherwise totally recommended","[{'aspect': 'app', 'polarity': 'Positive'}]"
4937,It is one of the most useful Quran apps. There are no irritating adverts. Highly recommend it.,"[{'aspect': 'apps', 'polarity': 'Positive'}, {'aspect': 'adverts', 'polarity': 'Positive'}]"
4938,Parameter for search should be wider and more fluid.User friendly is average.,"[{'aspect': 'search', 'polarity': 'Negative'}]"
4940,Is there any app about hadith like this one??,"[{'aspect': 'app', 'polarity': 'Neutral'}]"
4941,Very bad app. There are many spelling mistakes in arabic word in this app,"[{'aspect': 'app', 'polarity': 'Negative'}]"
4942,"I never thought reading the quran could be that easy. You got it all..tafsirs, voice reading, the transliteration is so simple..❤️ it.","[{'aspect': 'tafsirs', 'polarity': 'Positive'}]"
4943,MashAllah..awsome and very easy to use..,"[{'aspect': 'use', 'polarity': 'Positive'}]"
4944,An amazing apps..very helpful. Should include copy text option. JazakAllahu khairan,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
4945,Masha Allah! Extra Ordinary thinking!🤍,"[{'aspect': 'thinking', 'polarity': 'Positive'}]"
4946,Easy to use and definitely i will use daily In sha Allah,"[{'aspect': 'use', 'polarity': 'Positive'}]"
4947,One of the Best app i ever seen. Thank you,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4948,Very helpful app 👍 May Allah reward our brothers for all their hard work.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4949,I love it. Thank you for this app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4950,i love this App it is the best app for anyone to gain knowledge of quran by the help of this good work Green tech team,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4951,I Love this app.so easy to use.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4952,Alhamdulilah this Quran app is very useful for my homework so as daily routine,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4953,Some time its become auto stop whey?,"[{'aspect': 'whey', 'polarity': 'Negative'}]"
4954,Top notch stuff. Ma Sha Allah in this holy month of Ramadan I can now read Quran with meaning and hence I can earn more and more sawab.,"[{'aspect': 'stuff', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
4955,I like knowing the meaning word for word for better understanding,"[{'aspect': 'meaning', 'polarity': 'Positive'}]"
4956,"If possible add the solat, seheri, iftar, & timing add so that can not install other apps","[{'aspect': 'solat', 'polarity': 'Neutral'}, {'aspect': 'iftar', 'polarity': 'Neutral'}, {'aspect': 'apps', 'polarity': 'Negative'}]"
4957,It has multiple features which makes it one of a kind. Loved it ♥️♥️,"[{'aspect': 'features', 'polarity': 'Positive'}]"
4958,this app is so useful and helpful,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4959,Love this app!!! Fonts are clear and pleasing to the eyes!,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Fonts', 'polarity': 'Positive'}]"
4960,This app is so helpful and well organized.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4961,"This is the Best ""Quran"" app your can find for you smartphone. Love it 💜 May Allah reward the developer's and the whole team for their dedicated hard work ✨","[{'aspect': 'app', 'polarity': 'Positive'}]"
4962,"I love this app so very much for Allah,because this app is so very helpful for our all Muslim's brothers.","[{'aspect': 'app', 'polarity': 'Positive'}]"
4963,One of the best apps for Muslim Ummah...,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
4964,It is an amazing app for reading and learning the Qur'an,"[{'aspect': 'reading', 'polarity': 'Positive'}]"
4965,This is a one of the most Islamic apps in the world.i am a user from Bangladesh.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
4966,"Alhamdulillah, a nice app with daily Ayas allowing one to always remember Allah and know about Islam. Allah bless the developers.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'daily Ayas', 'polarity': 'Positive'}]"
4967,This is one of the best Quran app I've used. I highly recommend it to anyone,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4968,Masha Allah.It’s very good and easy to use.jazakallahu khairon.,"[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'jazakallahu', 'polarity': 'Positive'}]"
4969,Masha Allah Best app for students of Qur'an. May Allah bless you all.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4970,most effective also quran app I have ever seen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4972,"It's very useful and very helpful to understand the Quran, its meaning and arabic grammar.","[{'aspect': 'Quran', 'polarity': 'Positive'}]"
4974,Very amazing app. I'm using it for memorizing. I like that it has a lot of reciters to choose from. Bless the people behind this app. JazakAllahu Khairan 😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4975,"Masha Allah,,,, This app is Very Very good app.","[{'aspect': 'app', 'polarity': 'Positive'}]"
4979,Love 💞 the app. May Allah help the developers,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4980,Really helpful when you need the Quran. Easy you use,"[{'aspect': 'use', 'polarity': 'Positive'}]"
4981,Best Quran app I ever see💯... Without advertisements makes the app more beauty ✨ May Allah reward good for those involved in creating & maintaining this app.... Jazakallahu Khairan💚,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4982,It is very good Quran Apps!!! Love it.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
4985,best islamic app any muslim will like to use this app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4986,Alhumdulillah it is very helpful app.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
4987,One of the best app i have come across may Allah continue to guide and protect us and may he makes our last word in this life the kalimar,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4988,One of the best apps I have used and the best part is there are no ads. جزاکم اللہ خیرا,"[{'aspect': 'apps', 'polarity': 'Positive'}, {'aspect': 'ads', 'polarity': 'Positive'}]"
4990,Very annoying menu shows irrelevant stuff when opened,"[{'aspect': 'menu', 'polarity': 'Negative'}]"
4991,masha allah. useful app. may Allah grant jannah for all who involved in making this.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4992,Great app may allah bless everyone,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4993,It is very useful app for me..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4994,Jazaakunm Lahu khaeran developers of Green tech appa. This is the best Quran app.,"[{'aspect': 'Quran app', 'polarity': 'Positive'}]"
4995,Assalam walikum. This app was very easy to understood every surah and every word. I'm waiting like this app that I can read Quran with tarjuma or translation. Now I'm happy to see this. Alhamdulillah. Jazzak Allah o khair.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4996,This is a very good app I am highly benefitted. Thanks to the team.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
4997,"Excellent, with modificational options","[{'aspect': 'options', 'polarity': 'Positive'}]"
4998,"It will be best digital Qur-an. Please add information of juz in Reading mode, also a little big size of font information.","[{'aspect': 'font', 'polarity': 'Negative'}]"
4999,"Easy to use, has space for notes.","[{'aspect': 'notes', 'polarity': 'Positive'}]"
5000,"The apps are of very good quality, but if you download a Bengali commentary, it will be gone in a day or two. What is the solution to the problem?","[{'aspect': 'apps', 'polarity': 'Positive'}]"
5001,easy to read and understand. .,"[{'aspect': 'read', 'polarity': 'Positive'}]"
5002,Please need to develop the search option. Like ayah app.,"[{'aspect': 'search', 'polarity': 'Neutral'}]"
5003,The best Qur'an app i have ever used. I really love this app features,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5004,The app is Very helpful to understand Al Quran.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5006,Alhamdulillah thousand % helpful app♥️♥️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5007,excellent app to read as well as learn Qur'an,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5008,"It's more easier and usefull to all, I think.","[{'aspect': 'usefull', 'polarity': 'Positive'}]"
5009,"What a fantastic app. I haven't understood a word of quran for 30 years. And now alhumdulillah at times when the imam is reciting i can understand a little. What an act of worship, creating this app is. Mashallah.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5010,Very useful and helps me allot. This app has really helped in shaping up my eeman.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5011,The best app ever i came across.....SubhanAllah..بارك الله فيكم,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5012,Mashallah A wholesome approach,"[{'aspect': 'approach', 'polarity': 'Positive'}]"
5013,A very important app to know various essential subjects of life.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5014,Alhamdulillāh for apps like this.,"[{'aspect': 'apps', 'polarity': 'Negative'}]"
5015,Very useful app. Great job from the developers,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5016,Very good app for reciting Nobel quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5017,ma sha Allah one of my best app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5018,This app is changing my life for the better and returning me to God. All praises due to Allah! Alhamdulillah!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5019,I was in thrust for such an app.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
5020,"It is an incredible app. I am using this app since last year, it UI is the most flexible, attractive, and easy to uses. It font is attractive and UI navigation is the most flexible. Thanks a lot dear for your valuable work. jzk","[{'aspect': 'UI', 'polarity': 'Positive'}, {'aspect': 'font', 'polarity': 'Positive'}, {'aspect': 'UI navigation', 'polarity': 'Positive'}]"
5021,Masha allah 💝. Barakallahu fik This app are helpful and too much important for our all practicing muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5022,Best quran and tafsir app i have ever gone through...love this app..i have full support for you guys. May Allah reward you well.,"[{'aspect': 'tafsir app', 'polarity': 'Positive'}]"
5023,A great app for reciting Quran everywhere... 5 stars! No complain,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5024,Allahumdolillah ✨❤️ May Allah Reward All of them Who created this app to Quran easy to understand 🌛♥️😌💞 Jazakallah khair ✨,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
5025,One of the best app you will (I)ever have In Sha Allah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5026,Mashaallah....I read quran from this app regularly Alhamdulillah.,"[{'aspect': 'app', 'polarity': 'Neutral'}]"
5027,"The Quran is our power, Allhumdulliah.","[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
5028,"It is very good apk, finally can download word by word Indonesian language. Hope you can make in Indonesian tafsir (ibn katsir). Thank you","[{'aspect': 'apk', 'polarity': 'Positive'}]"
5029,The best ever Al Quran apps i ever seen n tried.Well done.May Allah bless u oall,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5030,Greatest App I have ever used.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
5031,Jajakallah khayer. Many many thanks. Necessary apps.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5032,"Perfect app for listening, reading and understanding the holi Quraan","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'listening', 'polarity': 'Positive'}, {'aspect': 'reading', 'polarity': 'Positive'}]"
5033,"It is the ultimate version of the quran and tafsir apps I ever read, thank you for this.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
5034,It is a very nice app but some quran Reciters are not included. But it is a very good app and I will recommend it for Muslim brothers.,"[{'aspect': 'app', 'polarity': 'Negative'}, {'aspect': 'quran Reciters', 'polarity': 'Negative'}]"
5035,a very special app which helps me read the Holy Qur'an with an explicit and straightforward translation.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5036,This is very amazing Quran app. May Allah bless the developers of this application. Shukran.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5037,Very clean interface. No distracting or cluttering embellishments. Uthmani and Asian Arabic scripts. I especially love the word by word translation.,"[{'aspect': 'interface', 'polarity': 'Positive'}]"
5038,It's an amazing helpfully app. Thanks ❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5039,"Plz, check arabic text of ayah number 37 in surah Abasa from juz 30.","[{'aspect': 'arabic', 'polarity': 'Neutral'}]"
5040,"Sukriya, Alhamdulillah like this app but if you include Alarm system that we can choos any time we want and some hadith like we used in every day. 🥰","[{'aspect': 'Alarm', 'polarity': 'Neutral'}]"
5041,The best quran apps for me so far,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5042,"Best Qur'an App so far, ZajakAllahu Khairan for this beautiful app ❤️","[{'aspect': 'App', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]"
5043,"Best Quran Apps so far. For advice, please adjust tajweed color with night 
mode so that the color can be seen clearly in night mode. Thanks. جزاك الله 
خيرا","[{'aspect': 'Apps', 'polarity': 'Positive'}, {'aspect': 'color', 'polarity': 'Neutral'}]"
5044,Subhanallah.. this app is bliss..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5045,I couldn't describe in one word that how helpful the app is! Best Quran app and well developed.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
5046,The best Quran app that I've used so far. It has so many features and it's totally ad-free.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5047,"May Allah bless the people who worked on this app, in this world and the hereafter","[{'aspect': 'app', 'polarity': 'Positive'}]"
5049,"Very helpful apps, with so many reciter. Jazaakumullahu khairan.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
5050,Very nice and has helpful features but they are hard to understand - or to figured- at the beginning.,"[{'aspect': 'features', 'polarity': 'Positive'}]"
5051,It's the best app among all other apps.All helpful things are in one app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5052,"After updated, always failed to download the translation languages. Please fix it","[{'aspect': 'download', 'polarity': 'Negative'}]"
5053,Alhamdulillah speechless! May Allah bless them who are working for the great job!,"[{'aspect': 'job', 'polarity': 'Positive'}]"
5056,this app is good but there is a problem in the app that whenever I do download any translation it will have for sometimes therefore it will be automatically out from download place,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5057,This app is one of the best ones so far.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5058,very fantastic to use and the most authentic apps i ever seen,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5059,Highly customisable app. Loved the tafsir and multiple translations available.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
5060,The best app so far installed this year. I have been looking for something like this for long,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5061,Love that I can get tafseer of each word as well as the ayah and how it fits into the surah. This is a must have app for anyone who wants to understand what they're reading or for memorization.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5062,"I like the translation word for word, helps me both with my Arabic and following the meaning of the text when there is a word I come across that I don't know.","[{'aspect': 'translation', 'polarity': 'Positive'}]"
5063,Great apps for Al Quran and tafsir.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5065,This app is very useful for muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5066,"One Of The Best App,,,,I Love This App💖💖","[{'aspect': 'App', 'polarity': 'Positive'}]"
5067,May Allah (SWT) reward your highly commendable effort with Al Jannah Fir daus.,"[{'aspect': 'Allah', 'polarity': 'Neutral'}]"
5068,Absolutely free with no ads.Very usefull to understand the word meanings of Qur'an💖,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
5069,"MashaAllah great app! Love all the different options ..it has, very useful! I Recommend it to everyone I know","[{'aspect': 'app', 'polarity': 'Positive'}]"
5070,A very nice app and interesting to use,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5071,Thank you so much for the wonderful app. Jazak Allah khair. Your reward rests with Almighty,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5072,Alhamdulillah. The best Quran app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5074,This is one of the best apps I've ever used. Everything is loud and clear. May Allaah reward you,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5076,Alhamdulellah good app easy to use,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5077,Achieved my best in reading quran and meaning easily on this app....no competition so far Jazakumullah khairan to the founder,"[{'aspect': 'meaning', 'polarity': 'Positive'}]"
5078,Excellent app... Jazakallahu khayr to the developer,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5081,"Recitors list is not true. Most of the recitors' record not available. Just show downloading message, but not playing. Al humdulillah, they have re-instated my favourite translation and for that giving one star extra. Need to improve much.","[{'aspect': 'list', 'polarity': 'Negative'}]"
5082,It’s a best software for Muslims,"[{'aspect': 'software', 'polarity': 'Positive'}]"
5083,Alhamdulillah! Thanks to the entire team behind this wonderful app. May Allah continue to guide and bless you all. Ameen!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5084,"Al Quran is perfect, it has everything you need. ""Praise be to Allah.""","[{'aspect': 'Quran', 'polarity': 'Positive'}]"
5085,"It was working perfectly fine before. Now, all the downloaded Surah can not play offline. I must on my data even for a single ayah to recite. Please, do something about it.","[{'aspect': 'offline', 'polarity': 'Negative'}]"
5086,"Simply put, this app is all you need to recite the Quran, learn quranic language, study tafsir and many other similar features.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Neutral'}]"
5087,Absolutely best quran app in the store. You can learn to recite the quran on your own with the available imams. It's so masha Allah! May Allah reward the developers of this app.,"[{'aspect': 'quran app', 'polarity': 'Positive'}]"
5089,Most beautifully done comprehensive Quran app. May Allah give Jazai Khair to all those involved. Ameen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5090,Ma sha allah. Nice app. Very much user friendly. Definitely recommended.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5091,"It's an amazing app. I would suggest if audio can play just by selecting word, phrase, or complete ayat.","[{'aspect': 'app', 'polarity': 'Negative'}]"
5092,This Qur'an teaches u exactly the of tajweed and shows everything clear,"[{'aspect': 'tajweed', 'polarity': 'Positive'}, {'aspect': 'shows', 'polarity': 'Positive'}]"
5093,Very good for reading and translation. It perfect for me.,"[{'aspect': 'reading', 'polarity': 'Positive'}, {'aspect': 'translation', 'polarity': 'Positive'}]"
5094,This is the best app I have ever come accross for a beginner and a person having immense knowledge both. It is helpful for both. Easy to deal with and highly recommend from me. Thank you for making such a wonderful app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5095,"Alhamdulillah, these Qur'an is easy and and contain every feature. Masha Allah, Jazakallah kair.","[{'aspect': 'feature', 'polarity': 'Positive'}]"
5097,"Alhamdulillah,the app is very good. May Allah reward the developers, amin.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5098,Very nice app. All time of salah is precise. I think best islamic app in bangla.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5099,"Best for research. Lots of qari, word meaning and find word. Jajakallah.","[{'aspect': 'research', 'polarity': 'Positive'}, {'aspect': 'qari', 'polarity': 'Positive'}]"
5100,very beautiful App this App There are many benefits through this,"[{'aspect': 'App', 'polarity': 'Positive'}]"
5102,Very very very very very very beautiful App my favorite app I love you muslim Bangla,"[{'aspect': 'App', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]"
5103,The best quran app i have ever used. May Allah grant you paradise for your beautiful work.,"[{'aspect': 'quran app', 'polarity': 'Positive'}]"
5104,Very helpful for the eager learner.,"[{'aspect': 'learner', 'polarity': 'Positive'}]"
5105,I am proud of the holy Qur'an and this app is really excellent.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5106,It is very useful app. It is interface just awesome. I highly recommended install this app. Thanks for providing the best Qur'an application.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5107,"Very useful, reminders perfect, no ads translation in Albania works great","[{'aspect': 'reminders', 'polarity': 'Positive'}]"
5108,Exceptional app for use. Recommended.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5109,Good application for Al Quran and translations reading,"[{'aspect': 'translations', 'polarity': 'Positive'}]"
5110,Really one the best Quran apps available for android.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5111,Assume app Love those front And Jajakullahu Khairan for the daily reminder. Allah bless you guys.,"[{'aspect': 'daily reminder', 'polarity': 'Positive'}]"
5112,Yes I m pleased to read your Al quran app thanks a lot.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5113,Perfect apps and its completely free thank you for making this kind of apps. really helps me a lot.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5114,"This is very well organized and contains a lot of information to learn a lot in one place, thanks for making it.","[{'aspect': 'organized', 'polarity': 'Positive'}, {'aspect': 'information', 'polarity': 'Positive'}]"
5115,Best apps for make quran more easier to understand .,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5116,The best Quran app. Nothing more said.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5117,most wonderful apps for islamic knowledge.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5118,One of the best app for learning and understanding,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5119,"It is a very good app, it has help to increase my understanding in learning the book of Allah(Qur'an). I recommend this app to the whole world.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5120,Good app and so easier to use but we need another app by Swahili translation,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5121,Best Quran app on this website,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5122,This app is very very nice the only prob is no multiple selection only,"[{'aspect': 'multiple', 'polarity': 'Negative'}]"
5124,"Awesome application, very easy to use. Just a suggestion , sometimes when i pause on an ayat while it's playing ,it still plays the next aayat . Please have a look into it. Over-all it's an awesome application .","[{'aspect': 'application', 'polarity': 'Positive'}]"
5125,This app is quite helpful &handy to use,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5126,Jazakallahu khairan for the best app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5127,This work has tremendouslly help me. I am greatful indeed may Allah preserve this work for eternity. best regard stay safe thanks.,"[{'aspect': 'work', 'polarity': 'Positive'}]"
5128,Plz include Ayman Swaid's audio. Can't downlode his audio,"[{'aspect': 'audio', 'polarity': 'Negative'}]"
5129,"MashaAllah beautiful app, may Allah bless the developers","[{'aspect': 'app', 'polarity': 'Positive'}]"
5130,Most beautiful and important app for Muslim community,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5133,Alhamdulillah. This app is very helpful❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5134,I am beginner at the Islam and this app it's my guide to study to be a good Muslim,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5136,Assalamu'alakum This app can be learned very well from here In sha Allah😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5138,"Alhamdulillah, a great effort by the team behind this, jazakallah","[{'aspect': 'team', 'polarity': 'Positive'}]"
5140,"MashAllah the app is very good, nice design and lots of features.","[{'aspect': 'design', 'polarity': 'Positive'}]"
5141,This is a good Islamic guide for help a muslim people.,"[{'aspect': 'guide', 'polarity': 'Positive'}]"
5142,Surah iklas There has been mistakes in this surah. It's kul hu walaaaa hu ahad. It's written as kul hu wala hu ahad. Kindly correct it as it changes the pronounciation,"[{'aspect': 'iklas', 'polarity': 'Negative'}]"
5143,This app is so much useful and love it,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5145,This is the best app to learn quran jazakumulah khyrah may Allah reward you,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5146,"Awesome app, helps me a lot in my journey to memorize the book.. May Allah bless you and increase your darajaat!","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'darajaat', 'polarity': 'Positive'}]"
