Review Text,translation,Developer Reply Text
I love it Is always reminded me MASHA ALLAH,I love it Is always reminded me MASHA ALLAH,
Mashallah best app,Mashallah best app,
Banyak membantu,Helps a lot,
Nice,Nice,
"So good to get close to Allah, no only It'll help you, but Qur'an and it's translation is going to change you, you won't need any self-help book or anything to change your life.","So good to get close to Allah, no only It'll help you, but Qur'an and it's translation is going to change you, you won't need any self-help book or anything to change your life.",
"Ma Syaa Allah... Dari segi tampilan/UI OK bgt, fiturnya juga lengkap.","Ma Shaa Allah... In terms of appearance/UI it's really OK, the features are also complete.",
Awesome,Awesome,
handig voor vertaling per woord. handig om te memoriseren.,useful for translation per word. useful for memorization.,
A very good app for Bengali people.,A very good app for Bengali people.,
sangat baik,Very good,
I enjoyed the Qur'an app most until the recent update removes Ibn Kathir English Tafsir. And I had to download the available Tafsir. Can you please make Ibn Kathir Tafsir available in English language? Thank you as you do that.,I enjoyed the Qur'an app most until the recent update removes Ibn Kathir English Tafsir. And I had to download the available Tafsir. Can you please make Ibn Kathir Tafsir available in English language? Thank you as you do that.,
Good app,Good app,
"The best app ever it has multiple Tafseer books in different languages and translation too, you can listen to different of Quran reader. There is tajweed too, what I can say it's all in one for a Holy Quran learners. Jazakum Allah Khair for this great Quran application 👍🏻👍🏻👍🏻👍🏻","The best app ever it has multiple Tafseer books in different languages and translation too, you can listen to different of Quran reader. There is tajweed too, what I can say it's all in one for a Holy Quran learners. Jazakum Allah Khair for this great Quran application 👍🏻👍🏻👍🏻👍🏻",
This app is most important for us . It carry to easy Alhamdulillah,This app is most important for us . It carry to easy Alhamdulillah,
Very useful,Very useful,
تطبيق اكثر من رائع,The application is more than wonderful,
Nice 👍most recommended,Nice 👍most recommended,
"Alhamdulillah , sangat bermanfaat dan lebih mudah","Thank God, very useful and easier",
Superb!,Superb!,
Very good app,Very good app,
Mashallah,Mashallah,
Helpfull app,Helpfull app,
very guider and provides knowledge,very guider and provides knowledge,
Semoga yang membuat aplikasi ini diberikan Keberkahan Dunia dan Akherat. Aamiin ya rabbal alamin,"Hopefully those who make this application will be given worldly and hereafter blessings. Amen, rabbal alamin",
Alhamdulillah saya bisa hapal semua sama artinya,Thank God I can memorize all the meanings,
Very good,Very good,
"Wonderful experience, Masha Allah!","Wonderful experience, Masha Allah!",
سهل واجهة مريحة و متعددة الأشكال,"Easy, convenient and multi-format interface",
Nice app. Allahumma Baarik,Nice app. Allahumma Baarik,
"Very good app for learning and reciting the Quran I also like the multiple recitirs it has Thank you a lot for you help, nay Allah bless you","Very good app for learning and reciting the Quran I also like the multiple recitirs it has Thank you a lot for you help, nay Allah bless you",
Bagus ada mujarrodnya,It's good to have mujarrod,
"Banyak aplikasi mushaf yang sudah saya download dan pakai dalam beberapa waktu lama, namun aplikasi ini rasanya sudah menjadi yang terbaik dan memenuhi kebutuhan setiap penuntut ilmu Al Qur'an. Semoga menjadi ladang pahala yang berketerusan hingga akhir nanti, dan semoga, setiap ucapan support dari siapapun juga, menjadikannya sebab mendapatkan pahala yang berlipat ganda. Aamiin","I have downloaded and used many mushaf applications for a long time, but this application feels like it is the best and meets the needs of every student of the Qur'an. Hopefully it will become a field of continuous reward until the end, and hopefully, every word of support from anyone will be the cause of getting multiple rewards. Amen!",
Mashallah good app,Mashallah good app,
For a non arabic speaker this app helps me to understand the words of the Quaran. In Ramadan it enables me to read the juz every day.,For a non arabic speaker this app helps me to understand the words of the Quaran. In Ramadan it enables me to read the juz every day.,
YazakAllah khair very good app Alhamdulillah. I love the many options on reciters. The brown theme is very pretty and calming to the eyes🤎,YazakAllah khair very good app Alhamdulillah. I love the many options on reciters. The brown theme is very pretty and calming to the eyes🤎,
Supar,upset,
جميل جداً جداً جداً,very very very beautiful,
Çok güzel reklamsız olması ayrı bir güzel Kuran'ı Kerim emeğinize yüreğinize sağlık,"It's very nice and it's nice that it's ad-free. I read the Quran, thank you for your hard work.",
Good app,Good app,
تطبيق ممتاز جزا الله القائمين حسن الجزاء,"Excellent application, may God reward those responsible",
Good apps,Good apps,
"Bismillah,Aslamaualaikum. Dengan ini Saya yang tidak Faseh mengaji semangat bisa mengaji dan membaca Al Qur'an.","Bismillah, Aslamaalaikum. With this, I, who can't study the Koran, am enthusiastic about being able to recite and read the Koran.",
"Génial, nous pouvons lire ou écouter le Coran partout et à notre rythme. Les mots sont expliquer en remontant à la racine.","Great, we can read or listen to the Quran anywhere and at our own pace. Words are explained by going back to the root.",
Mashaallah the app give a clear translate and understandable words thank you,Mashaallah the app give a clear translate and understandable words thank you,
"Very useful app, easy to use.","Very useful app, easy to use.",
"Alhumdulillah this is one of the best application in order to Read the Qur'an and not just read, rather, contemplate with the meaning as well. We ask Allah to bless those who are behind this work, Talented Muslim Programmers, Subhan'Allah.","Alhumdulillah this is one of the best application in order to Read the Qur'an and not just read, rather, contemplate with the meaning as well. We ask Allah to bless those who are behind this work, Talented Muslim Programmers, Subhan'Allah.",BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
Sangat membantu,Very helpful,
Membaca sambil mempelajari bahasa arab yang lengkap dengan tasrifnya. Juga dapat memahami asal kata sehingga dapat dikombinasi dengan kamus bahasa arab untuk melihat tasrif dari suatu kata kerja/fi'il.,Read while studying Arabic complete with tasrif. It can also understand the origin of words so that it can be combined with an Arabic dictionary to see the interpretation of a verb/fi'il.,
i love this its perfecf!!!!!,i love this its perfecf!!!!!,
Very useful App.👍,Very useful App.👍,
"ممتاز جدا حتى انني استفدت منه في تقوية لغتي الانجليزية و الالمانية Es ist so hervorragend, dass ich davon profitiert habe, um mein Englisch und Deutsch zu verbessern It is so excellent that I benefited from it to strengthen my English and German",It is so excellent that I benefited from it to strengthen my English and German.,
"Alhamdulillah its wonderful app,,and no need morr upgrade if Internal Quran Ayat isn’t wrong types mistake,, that's all everything is okay","Alhamdulillah its wonderful app,,and no need morr upgrade if Internal Quran Ayat isn’t wrong types mistake,, that's all everything is okay",
One of the greatest apps with translation & Tafsir,One of the greatest apps with translation & Tafsir,
Bagus si menurut ku,It's good in my opinion,
Alhamdulillah nice App,Alhamdulillah nice App,
C'est vraiment très bien,It's really very good,
Love.,Love.,
"It's good app,everyday reminds us to read Qur'an","It's good app,everyday reminds us to read Qur'an",
Sangat bagus. mudah digunakan,Very good. easy to use,
Barakallahu feeh.....its a good app,Barakallahu feeh.....its a good app,
Its very Nice app fo,Its very Nice app fo,
Très bonne application. Machallah !,Very good app. Mashallah!,
Semoga istiqomah🤲,Hopefully istiqomah🤲,
"I wanted to rate it for 20 stars, but I could only rate it for 5 stars. The app has everything. From the tafsir translation, notes and explanation of each ayah, Simple UI design, no load time and many more. I'm so happy I came in contact with it. Jazakallahu Khaeran 🙏🏽","I wanted to rate it for 20 stars, but I could only rate it for 5 stars. The app has everything. From the tafsir translation, notes and explanation of each ayah, Simple UI design, no load time and many more. I'm so happy I came in contact with it. Jazakallahu Khaeran 🙏🏽",
ما شاء الله، تطبيق ممتاز,"God willing, an excellent application",
برنامج نافع ومفيد جدا جدااا,A very useful and useful program,
Very nice and helpful to understand the holly Quran.,Very nice and helpful to understand the holly Quran.,
Excellent explanation for the first time reader,Excellent explanation for the first time reader,
Masha Allah. God bless you,Masha Allah. God bless you,
"Bagus, sudah jarang apl sprti ini, sampai ke akar katanya pun diberitahu","Good, it's rare for an app like this, even the root of the word is told",
Simply Phenomenal,Simply Phenomenal,
This app i wonderful when I was stuck in juz amma this app helped me so much this is the best quran app,This app i wonderful when I was stuck in juz amma this app helped me so much this is the best quran app,
Great.,Great.,
I love this Quran App so much guys. Jaza kallahu khairan for this immensely beneficial contibution to the muslim ummah and may Allah accept it as a means to grant the entire team that contributed to the creation of this app Jannatul Firdaus,I love this Quran App so much guys. Jaza kallahu khairan for this immensely beneficial contibution to the muslim ummah and may Allah accept it as a means to grant the entire team that contributed to the creation of this app Jannatul Firdaus,
Is the best,Is the best,
"10/10 es una app de verdad muy útil multiusos, puedes aprender árabe, te enseña el significado de cada palabra y la raíz,memorizar coran gracias a que puedes elegir que versos repetir y la explicación es muy detallada con algo de tafsir añadido, la mejor app para leer Corán.","10/10 it is a really useful multipurpose app, you can learn Arabic, it teaches you the meaning of each word and the root, memorize the Quran thanks to the fact that you can choose which verses to repeat and the explanation is very detailed with some tafsir added, the best app to read Quran.",
⭐️⭐️⭐️⭐️⭐️,⭐️⭐️⭐️⭐️⭐️,
The best quran app,The best quran app,
بارك الله فيكم,God bless you,
After download am finding difficulties in hearing later on.,After download am finding difficulties in hearing later on.,
"Maasya Alloh, tabarokallah...",God bless you...,
Allahu akbar,Allahu Akbar,
Alhamdulillah,Alhamdulillah,
Currently best quran app.approved,Currently best quran app.approved,
"আলহামদুলিল্লাহ, কুরআন প্রেমীদের জন্য কার্যকরী একটা অ্যাপ।","Alhamdulillah, a useful app for Quran lovers.",
Good app,Good app,
This app so useful and good working,This app so useful and good working,
Need to include more functions،like Namaz Alert ۔,Need to include more functions،like Namaz Alert ۔,
The app fulfilled all my requirements and without any issue. Allah jazaye khair de,The app fulfilled all my requirements and without any issue. Allah jazaye khair de,
"اس میں نشان بہت کم جگہوں پر ہیں جیسے وقف, ط, ج, لا اور اس میں م اور ن نہیں پائے گئے","There are very few signs in it like Waqf, ق, ج, لا and M and ن are not found in it",
Love this app very convenient,Love this app very convenient,
Bermanfaat,Beneficial,
Alhamdulillah,Alhamdulillah,
مميز,distinct,
Kudos the creator. May ALLAH reward you abundantly. InshaÃLLAH.,Kudos the creator. May ALLAH reward you abundantly. InshaÃLLAH.,
good app,good app,
Fantastic It is very useful,Fantastic It is very useful,
Truly the best quran app so far for me,Truly the best quran app so far for me,
ماشاء الله,God bless,
جميل جزاكم الله كل خير,"Beautiful, may God reward you with all the best",
ممتاز بفضل الله,"Excellent, thanks to God",
Well organized app. Masha Allah,Well organized app. Masha Allah,
Very very user friendly with all the features.,Very very user friendly with all the features.,
感谢你们的付出 我很喜欢,Thank you for your efforts. I like it very much.,
Superb,Superb,
Tha best warld app But We couldn't find the perfect Translation for Bangladesh. Just so much.,Tha best warld app But We couldn't find the perfect Translation for Bangladesh. Just so much.,
"I was looking for a complete Quran that serves all purposes, until I got this. It's wonderful. However, the daily verse no longer load automatically as before when it will take one directly to the verse, rather one has to keep scrolling within the chapter in order to reach the verse. Please do something. Kudos","I was looking for a complete Quran that serves all purposes, until I got this. It's wonderful. However, the daily verse no longer load automatically as before when it will take one directly to the verse, rather one has to keep scrolling within the chapter in order to reach the verse. Please do something. Kudos","Assalamu 'alaykum dear user. We would love to make your experience better in sha Allah. If you are still facing the same issues or have any feature requests, please provide your feedback on feedback.gtaf.org. JazakAllahu khayran."
ساجرب,I'll try it,
"Good app. It has all you need to read and listen to Al Quran and understand it. However, you need to adjust the range before it starts to recite.","Good app. It has all you need to read and listen to Al Quran and understand it. However, you need to adjust the range before it starts to recite.",
One of the best app.,One of the best app.,
sangat bermanfaat,very helpful,
جميل جدا رائع جدا,"Very beautiful, very wonderful",
Good,Good,
Sangat bermanfaat,Very helpful,
Phenomenal,Phenomenal,
Excellent,Excellent,
"Pratical and easy of use. Well done, jazak'Allah khair.","Pratical and easy of use. Well done, jazak'Allah khair.",
"Asalam alaikum, Alhamdullilah this app is the greatest app ever seen . thanks may Allah grant you jannat firdous .Amin ya Allah.","Asalam Alaikum, Alhamdullilah this app is the greatest app ever seen. Thanks may God grant you jannat firdous. Amin ya Allah.",
Great app..very useful and easy to reach anytime you need peace !!,Great app..very useful and easy to reach anytime you need peace !!,
جيد جدا,very good,
Alhamdulilah,Alhamdulilah,
يجنن,It's crazy,
It's a very good app,It's a very good app,
ممتاز بارك الله بكم,"Excellent, God bless you",
"There are many features that help you to customize your way of learning, reading, and even listening, it is very good Islamic app with appropriate Interface","There are many features that help you to customize your way of learning, reading, and even listening, it is very good Islamic app with appropriate Interface",
"Thid app is amazing, more than i expected to be honest and to say the leadt","Thid app is amazing, more than i expected to be honest and to say the leadt",
Very useful app,Very useful app,
okee,okay,
Terbaik,The best,
"excellent app! Has tafseer by different great scholars in different languages. Also, can be helpful in understanding quranic grammar and word to word translation.","excellent app! Has tafseer by different great scholars in different languages. Also, can be helpful in understanding quranic grammar and word to word translation.",
Ма Ша Аллах|,Ma Sha Allah|,
Alhamdulillah this app is good,Alhamdulillah this app is good,
القرآن الكريم,The Holy Quran,
The best Quran app that I used until now. It is excellent to learn word meaning while reading.,The best Quran app that I used until now. It is excellent to learn word meaning while reading.,
The Best Qur'anic App have seen sofar...jazakaallahu khair.,The Best Qur'anic App have seen sofar...jazakaallahu khair.,
Please do assure that when we hear at a tilawat range it stops before starting another ayat. Jazakallah Khair my brothers for this amazing work.,Please do assure that when we hear at a tilawat range it stops before starting another ayat. Jazakallah Khair my brothers for this amazing work.,
আলহামদুলিল্লাহ🖤🖤,Alhamdulillah 🖤🖤,
Bismillaah.Saya menganjurkan utk mengunduh aplikasi ini.,Bismillah. I recommend to download this application.,
The app is good,The app is good,
very good app,very good app,
ماشاء الله ❤️ البرنامج يساعد واستخدامه واضح جدا,Mashallah ❤️ The program helps and its use is very clear,
Great app however when trying to listen to a verse the page moves to a previous page and won't let me go to the page which I'm listening to. Please fix this problem on my favorite quran app. Jazakallah,Great app however when trying to listen to a verse the page moves to a previous page and won't let me go to the page which I'm listening to. Please fix this problem on my favorite quran app. Jazakallah,
The best app in the world A+++,The best app in the world A+++,
All is good. I like that u can learn the meaning of individual arabic words n put them in a sentence to get a better understanding of wot is meant. Amazing app God willing.,All is good. I like that u can learn the meaning of individual arabic words n put them in a sentence to get a better understanding of wot is meant. Amazing app God willing.,
Alhamdulillah.,Alhamdulillah.,
تطبيق فوق الممتاز 👍👍👍👍👍 5/5 Very good 💯,Super excellent application 👍👍👍👍👍 5/5 Very good 💯,
I enjoy that it has many different recitations for slower and faster learners. I also like how it helps with bookmarking things you want to remember.,I enjoy that it has many different recitations for slower and faster learners. I also like how it helps with bookmarking things you want to remember.,
Alhamdulillah,Alhamdulillah,
Alhamdullillah,Alhamdullillah,
Amazing app....but an app can fulfill the physical bond...never.,Amazing app....but an app can fulfill the physical bond...never.,
Alhamdulillah,Alhamdulillah,
Very useful application 🏆🏆🏆🏆🏆🏆🏆🏆,Very useful application 🏆🏆🏆🏆🏆🏆🏆🏆,
"Merhaba, sayfa işaretleme yok veya benmi göremedim, daha pratik bir şekilde yapılabilir di, lütfen yardımcı olunuz","Hello, there is no page marking or was it just me not seeing it? It could have been done in a more practical way, please help.",
Terima Kasih,Thank You,
Excellent,Excellent,
👍,👍,
Nice experience Happy to install ds,Nice experience Happy to install ds,
One of the best application in my life 🌹🕋💚,One of the best application in my life 🌹🕋💚,
Mantul,Really good,
لميس Can zdc 9m. V,Lamis Can zdc 9m. V,
تطبيق رائع وفيه قراء مميزين,A wonderful application with distinguished readers,
The app is very useful and easy to use.,The app is very useful and easy to use.,
Very helpful and nice,Very helpful and nice,
Masha allah. This app is wonderful. I have learnt alot while using this app. I PRAY THAT ALLAH GRANTS THE DEVELOPERS JANNAH.,Masha allah. This app is wonderful. I have learnt alot while using this app. I PRAY THAT ALLAH GRANTS THE DEVELOPERS JANNAH.,BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
"Its my favourite Quran App for now, the UI is simple, and I get almost all functionality that I want, word translation, root word, counting word, and we can switch between per word or ayat page only, Tafsir per ayat, i'rab, and more. Its awesome, complete quran application. Perhaps, the team will add quranic grammar with dependency graph as well in the next feature. Barakallah wa Jazakumullahu Khairan.","Its my favourite Quran App for now, the UI is simple, and I get almost all functionality that I want, word translation, root word, counting word, and we can switch between per word or ayat page only, Tafsir per ayat, i'rab, and more. Its awesome, complete quran application. Perhaps, the team will add quranic grammar with dependency graph as well in the next feature. Barakallah wa Jazakumullahu Khairan.",
"هذا التطبيق-كان لطيف جدًا للاستخدام،لكن عندما قررت أن ألعب آية (لمعرفة) لم ألعبها وحاولت مراراً وتكراراً ولكن لم يحدث حتى هذه هي المشكلة، شكراً لكم جميعاً This App Is Good To Use, But Something Wrong It When I Decided To Play Ayah Word (To Know) Isn't Play It I Try Again And Again But Not Even Happened, That's The Issue That I Want To Report To You, And Even Translate Setting Never Change (English Only) I Need To Use My Language, Please Add More Languages Specality Somali Language (🇸🇴)","This App Is Good To Use, But Something Wrong It When I Decided To Play Ayah Word (To Know) Isn't Play It I Try Again And Again But Not Even Happened, That's The Issue That I Want To Report To You, And Even Translate Setting Never Change (English Only) I Need To Use My Language, Please Add More Languages ​​Specialty Somali Language (🇸🇴)",
very usefull for those who interested for learning Quran with tarjuma and tafseer .it's very easy to reading and understanding Quran with word to word meanings,very usefull for those who interested for learning Quran with tarjuma and tafseer .it's very easy to reading and understanding Quran with word to word meanings,
جيد,good,
জাযাকাল্লাহ খাইরান,Jazakallah Khairan,
Incredible app for quran. May Allah give barakah to the team.,Incredible app for quran. May Allah give barakah to the team.,
"Subahanallah, this is a very good app for learning quran it explains to you all the meanings of the surah and it has the best sheikh to recite the quran. Mashallah.","Subahanallah, this is a very good app for learning quran it explains to you all the meanings of the surah and it has the best sheikh to recite the quran. Mashallah.",
Very good,Very good,
Nice,Nice,
صلي الله عليه وسلم على نبينا محمد وعلى آله وصحبه أجمعين,May God’s blessings and peace be upon our Prophet Muhammad and his family and all his companions,
Alqur'an perkata sangat bagus. Terima kasih jazakumullah khairan.,The Qur'an is a very good word. Thank you jazakumullah khairan.,
Allahumme berik,Allahumme range,
Nice,Nice,
Masha Allah,Masha Allah,
Excellent. Alhamdulillah,Excellent. Alhamdulillah,
"Ma Sha Allah, excellent app.","Ma Sha Allah, excellent app.",
মাশাআল্লাহ খুবই কার্যকরী এবং উপকারমূলক একটা এপস প্রতিটি মুসলিম ভাই-বোন যাদের কাছে স্মার্টফোন রয়েছে তাদের ফোনে এই এপসটা থাকা উচিত,MashaAllah very effective and useful app every Muslim brother and sister who has a smartphone should have this app on their phone,
Alhumdulillah sab se best 👌,Alhumdulillah sab se best 👌,
The only book sent to mankind of the world through Muhammad SAW.,The only book sent to mankind of the world through Muhammad SAW.,
Alhamdulillah,Alhamdulillah,
Good,Good,
মাশাল্লাহ চমৎকার অ্যাপ। এখানে খুব সুন্দর কোরআন পাঠ করা যায় এবং অর্থ বুঝা যায় সাথে তাফসিরও দেওয়া আছে। এত সুন্দর অ্যাপ যারা আমাদের নিকট পৌঁছে দিয়েছে তাদেরকে আল্লাহ কবুল করুক। জাযাকাল্লাহু খাইরান,Mashallah nice app. Here you can read the beautiful Quran and understand the meaning along with Tafseer. May Allah accept those who have delivered such a beautiful app to us. Jazakallah Khairan,
Telugu dictionary,Telugu dictionary,
Good application 👍,Good application 👍,
Excellent product 👍,Excellent product 👍,
𝘉𝘢𝘨𝘶𝘴 𝘶𝘯𝘵𝘶𝘬 𝘪𝘭𝘮𝘶 𝘱𝘦𝘮𝘣𝘦𝘭𝘢𝘫𝘢𝘳𝘢𝘯,𝘉𝘢𝘨𝘶𝘴 𝘶𝘯𝘵𝘶𝘬 𝘪𝘭𝘮𝘶 𝘱𝘦𝘮𝘣𝘦𝘭𝘢𝘫𝘢𝘳𝘢𝘯,
Best for hifdh as well as it offers more than one qari at a time,Best for hifdh as well as it offers more than one qari at a time,
هناك خطأ في الآية 190 من سورة الاعراف بسم الله الرحمن الرحيم جعلا له شركا الخطأ في التطبيق جعلا له شركاء المرجو التحقق,"There is an error in verse 190 of Surat Al-A’raf. In the name of God, the Most Gracious, the Most Merciful. They have made a partner for him. Error in the application. They have made partners for him. Please verify.",
تطبيق جيد بارك الله فيكم,"Good application, God bless you",
"So interesting app to follow,","So interesting app to follow,",
I like it,I like it,
Excellent,Excellent,
تطبيق جيد جدا ومفصل تحياتي لكم,"Very good and detailed application, my regards",
Nice Apps,Nice Apps,
جزاك الله خيرا,God reward you,
This is the best mobile tafsir,This is the best mobile tafsir,
Assalamualaikum really it's a good app and Quran and easy to read,Assalamualaikum really it's a good app and Quran and easy to read,
جميل جدآ ما شاء الله,Very beautiful God bless,
Best Quran App I have come across so far,Best Quran App I have come across so far,
"Good application for us. More grease to the elbows of the developers. This has been my daily Quranic reading more importantly, it reminds me of my last read. Bravo","Good application for us. More grease to the elbows of the developers. This has been my daily Quranic reading more importantly, it reminds me of my last read. Bravo",
I only it to run in the background.,I only it to run in the background.,
جيد جداً جزاكم الله خير,"Very good, may God reward you",
Its amazing,Its amazing,
Excellent...,Excellent...,
تطبيق متكامل,Integrated application,
"A perfect app for reciting, learning and all the good features needed. Bravo. May Allah reward you best.","A perfect app for reciting, learning and all the good features needed. Bravo. May Allah reward you best.",BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
"Nice app indeed,, Alhamdhulillah for the builder, having this app enables me read the tafsiri for every ayat in the Quran","Nice app indeed,, Alhamdhulillah for the builder, having this app enables me read the tafsiri for every ayat in the Quran",
very easy to read and learn quick to get ayaat,very easy to read and learn quick to get ayaat,
سهل وبسيط و مترجم من العربي للانجليزي,"Easy, simple, and translated from Arabic to English",
Masha Allah Useful Application,Masha Allah Useful Application,
Beautiful ❤️ very beneficial for everything 🌹,Beautiful ❤️ very beneficial for everything 🌹,
Khub balo,Khub balo,
amazing and clear explanation,amazing and clear explanation,
Easy to read,Easy to read,
Ease of use!,Ease of use!,
"A Spiritual Oasis in the Digital Age I recently had the privilege of using the Quran app, and I must say it has truly been a transformative experience. As a devout Muslim, I've always carried a physical Quran with me, but this app has become an indispensable companion on my spiritual journey.","A Spiritual Oasis in the Digital Age I recently had the privilege of using the Quran app, and I must say it has truly been a transformative experience. As a devout Muslim, I've always carried a physical Quran with me, but this app has become an indispensable companion on my spiritual journey.",
احسن تطبيق عجبني كثير انصح به,"The best application, I liked it a lot, I recommend it",
I downloaded the app today and it has been of great help to me,I downloaded the app today and it has been of great help to me,
The best ever I used,The best ever I used,
Sangat membantu untuk membaca tafsir ayat dan pilihan qari' nya banyak.,It is very helpful to read the tafsir of the verse and there are many choices of qari'.,
The tafsir made it for me 💯💯,The tafsir made it for me 💯💯,
Very neat application❤️,Very neat application❤️,
Great!,Great!,
جميل جدا انصحكم فيها,"Very nice, I recommend it to you",
The best Qur‘aan application for me.,The best Qur‘aan application for me.,
Ellerinize sağlık gayet faydalı ve kullanışlı olmuş elhamdülillah,"Thank you, it is very useful and useful, alhamdulillah",
এক কথায় অসাধারণ অ্যাপ। মাশাআল্লাহ আল্লাহ আপনাদের সহযোগিতা করুক ।,"In short, great app. Masha Allah may Allah help you.",
"Awesome app, Daily reading Quran with translation.","Awesome app, Daily reading Quran with translation.",
Nice,Nice,
Fulfils its primary aim of imparting spiritual knowledge. A lot still needs to be done though. Wonderful App by the way,Fulfils its primary aim of imparting spiritual knowledge. A lot still needs to be done though. Wonderful App by the way,
Best app for all.,Best app for all.,
Stkt nie ok lg..blom tgk smpai hbis,It's still ok.. I won't see until it's over,
Fantastic I'm every way. Jazakumullahu khairan.,Fantastic I'm every way. Jazakumullahu khairan.,
Masha allah,Masha Allah,
This is a very good app. Keep up the good work. Baarakallahu fiikum,This is a very good app. Keep up the good work. Baarakallahu fiikum,BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
بجد ممتاز جزاكم الله خيرا,"Seriously excellent, may God reward you",
Baik untuk rujukan,Good for reference,
I Love It,I Love It,
"App suddenly started to crash, otherwise is an excellent app","App suddenly started to crash, otherwise is an excellent app",
Bu ilova menga yasin surasini yod olishga hamda 3 marta hatm qilishga yordam berdi😀,This app helped me memorize Surah Yasin and recite it 3 times😀,
اللهم بارك,God bless,
Aplikasi sangat membantu dalam pemahaman serta menambah cara membaca semoga selalu dalam lindungi bimbingan Allah swt aamiin ya robbal aalamin,"The application is very helpful in understanding and adds to the way of reading. Hopefully it will always be protected by Allah's guidance, amen, robbal aalamin.",
Superb,Superb,
I like this,I like this,
Its great application and in which easy words used for understanding.,Its great application and in which easy words used for understanding.,
Excellent app every Muslim should this app.with ibu kathi hadits,Excellent app every Muslim should this app.with ibu kathi hadits,
It helps me to be understood,It helps me to be understood,
One of the greatest Quran application I have ever seen again with very high level of possible customization. How can someone would not read the Holy Quran when it is presented in a such good app.? I wish Allah bless you for this great job you've achived.,One of the greatest Quran application I have ever seen again with very high level of possible customization. How can someone would not read the Holy Quran when it is presented in a such good app.? I wish Allah bless you for this great job you've achived.,
"Très bon application , travailler sur l'audio sans connexion ça sera meilleures","Very good application, working on audio without connection will be better",
Excellent work mashallah,Excellent work mashallah,
Very good for every muslem,Very good for every muslem,
Easy to use and follow.,Easy to use and follow.,
التطبيق جربته و كان كويس ،شكرا جزيلا لكل من قام عليه,I tried the application and it was good. Many thanks to everyone who started it,
খুব ভালো,very good,
A great and nice app...may allah bless those who made the app🖤,A great and nice app...may allah bless those who made the app🖤,
Most helpful 👍,Most helpful 👍,
Amazing app simple when using,Amazing app simple when using,
Very good,Very good,
تطبيق مفيد جدا,Very useful application,
"I want some discribe about this app. I am reading very well using this app. This Al Ouran app is very helpful. Because any time I am use this app. I also saw that, every line are meaning different languages. When I reading this Quran app I am felling better. And i also follow that in this app , example: There are various routine and it helps to read the Al Ouran app. That's it. I hope everyone install this app. In Sha Allah, we are achieve a lot of knowledge to read this app.","I want some discribe about this app. I am reading very well using this app. This Al Ouran app is very helpful. Because any time I am use this app. I also saw that, every line are meaning different languages. When I reading this Quran app I am felling better. And i also follow that in this app , example: There are various routine and it helps to read the Al Ouran app. That's it. I hope everyone install this app. In Sha Allah, we are achieve a lot of knowledge to read this app.",
Since couple of months after the updates app begin malfunctioning on audio files .,Since couple of months after the updates app begin malfunctioning on audio files .,
"Incredible app. May Allah reward the people behind it. Offline use, Tafsir, word by word trandlation, different types of translations, good themes, an many more qualities.","Incredible app. May Allah reward the people behind it. Offline use, Tafsir, word by word trandlation, different types of translations, good themes, an many more qualities.",
جزاكم الله عنا خيرا,May God reward you well on our behalf,
Alhamdulillah I hv me started understanding da tafsir of quran,Alhamdulillah I have started understanding and interpreting the Koran,
Alhamdulillah,Alhamdulillah,
"Alhamdulillah, Quran is always best. And this app is best. All the settings are easy to control. This app work greatly. Amazing app forever, if you are seeing this then I want to tell you that download it.","Alhamdulillah, Quran is always best. And this app is best. All the settings are easy to control. This app work greatly. Amazing app forever, if you are seeing this then I want to tell you that download it.",
Love it ❤️❤,Love it ❤️❤,
Alhamdulillah,Alhamdulillah,
Very good,Very good,
Excelente APP Al hamdulillahi,Excellent APP Al Hamdulillahi,
An excellent app with varieties. Jazakumullah khairan. An App all Muslims need. I love this app,An excellent app with varieties. Jazakumullah khairan. An App all Muslims need. I love this app,
Proud to Muslim ✨,Proud to Muslim ✨,
Alhamdulillah very good 👍,Alhamdulillah very good 👍,
ممتاز جدا جزاكم الله خير,"Very excellent, may God reward you",
My go to App for Quran. The best one yet.,My go to App for Quran. The best one yet.,
Good app,Good app,
Aplikasi bagus banget..Semoga Allah membalas dengan balasan yang terbaik buat team yang sudah membuat aplikasi Al quran Ini.Aamiin. Rugi banget kalau ga download ..saya saja langsung tek delete aplikasi yang lain.. Ayo download dan jadikan sebagai bacaan sehari-hari Wajib download !!!!! Pertahankan!!,"Very good application...May Allah reward you with the best reply for the team that has created this Al Quran application. Amen. It's really a loss if you don't download it...I'll just delete the other applications...Come on, download it and make it your daily reading. Must download!!!!! Keep it up!!",
"What an awesome app! I will recommend it for everyone, for every seeker of the truth.","What an awesome app! I will recommend it for everyone, for every seeker of the truth.",
